CDR1,TRBV24-1_01,TRBV04-1_02,TRBV19_01,TRBV10-3_01,TRBV06-6_04,TRBV06-8_01,TRBV04-3_02,TRBV25-1_01,TRBV06-7_01,TRBV04-3_01,TRBV06-2_01,TRBV06-6_01,TRBV06-4_02,TRBV10-2_02,TRBV19_02,TRBV10-2_01,TRBV06-1_01,TRBV06-3_01,TRBV04-1_01,TRBV06-5_01,TRBV10-1_01,TRBV06-4_01,TRBV28_01,TRBV24_OR9-2_01,TRBV10-1_02,TRBV19_03,TRBV27_01,TRBV06-6_02,TRBV06-6_03,TRBV04-3_03,TRBV04-2_02,TRBV06-9_01,TRBV06-6_05,TRBV24-1_02,TRBV04-2_01,TRBV04-3_04,TRBV10-3_02,TRBV07-2_04,TRBV29_OR9-2_02,TRBV07-9_02,TRBV12-4_02,TRBV07-6_02,TRBV29-1_01,TRBV07-3_02,TRBV12-3_01,TRBV07-9_01,TRBV17_01,TRBV14_01,TRBV05-4_01,TRBV05-1_01,TRBV11-2_01,TRBV05-4_03,TRBV05-1_02,TRBV05-5_02,TRBV07-7_01,TRBV05-3_02,TRBV13_01,TRBV02_01,TRBV21_OR9-2_01,TRBV02_02,TRBV07-3_05,TRBV07-2_03,TRBV11-3_04,TRBV07-9_04,TRBV29-1_02,TRBV11-2_02,TRBV18_01,TRBV15_01,TRBV11-3_02,TRBV07-9_07,TRBV05-5_03,TRBV03-1_02,TRBV11-2_03,TRBV09_01,TRBV07-7_02,TRBV12-4_01,TRBV09_03,TRBV07-8_01,TRBV07-3_04,TRBV07-9_03,TRBV07-3_03,TRBV16_01,TRBV07-3_01,TRBV07-2_01,TRBV02_03,TRBV17_02,TRBV07-9_06,TRBV15_02,TRBV05-3_01,TRBV05-5_01,TRBV11-1_01,TRBV14_02,TRBV05-7_01,TRBV07-6_01,TRBV12-5_01,TRBV13_02,TRBV07-2_02,TRBV23-1_01,TRBV07-4_01,TRBV29-1_03,TRBV05-4_02,TRBV05-8_02,TRBV07-9_05,TRBV11-3_01,TRBV29_OR9-2_01,TRBV05-8_01,TRBV11-3_03,TRBV07-8_02,TRBV15_03,TRBV09_02,TRBV03-1_01,TRBV05-4_04,TRBV07-1_01,TRBV20-1_06,TRBV20-1_03,TRBV20-1_01,TRBV20-1_05,TRBV20_OR9-2_02,TRBV20_OR9-2_01,TRBV20-1_02,TRBV20-1_04,TRBV20_OR9-2_03,TRBV20-1_07,TRBV30_05,TRBV30_04,TRBV30_02,TRBV30_01,TRBV05-6_01,TRBV07-8_03,TRBV16_03
TRBV11-3_02,0.8402,0.3873,0.487,0.840,0.404,0.455,0.387,0.436,0.377,0.387,0.384,0.404,0.366,0.840,0.487,0.840,0.453,0.384,0.387,0.377,0.840,0.366,0.381,0.840,0.840,0.487,0.412,0.404,0.404,0.387,0.387,0.377,0.404,0.840,0.387,0.387,0.840,0.335,0.335,0.190,0.384,0.335,0.335,0.105,0.240,0.190,0.335,0.247,0.438,0.482,0.000,0.438,0.482,0.438,0.335,0.408,0.377,0.281,0.530,0.281,0.105,0.335,0.000,0.190,0.335,0.000,0.335,0.336,0.000,0.190,0.438,0.512,0.000,0.450,0.335,0.240,0.450,0.077,0.105,0.190,0.105,0.530,0.105,0.335,0.281,0.335,0.190,0.335,0.408,0.438,0.000,0.247,0.438,0.335,0.240,0.377,0.335,0.530,0.335,0.452,0.438,0.452,0.190,0.000,0.335,0.452,0.000,0.077,0.335,0.432,0.512,0.438,0.335,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.838,0.838,0.838,0.838,0.4076,0.077,1
TRBV07-9_07,0.8276,0.4034,0.441,0.828,0.412,0.478,0.404,0.442,0.404,0.404,0.434,0.412,0.373,0.828,0.441,0.828,0.395,0.434,0.403,0.404,0.828,0.373,0.434,0.828,0.828,0.441,0.469,0.412,0.412,0.404,0.404,0.404,0.412,0.828,0.404,0.404,0.828,0.395,0.395,0.000,0.352,0.395,0.395,0.140,0.384,0.000,0.395,0.337,0.505,0.494,0.190,0.505,0.494,0.505,0.395,0.530,0.459,0.427,0.632,0.427,0.140,0.395,0.190,0.000,0.395,0.190,0.395,0.395,0.190,0.000,0.505,0.453,0.190,0.560,0.395,0.384,0.560,0.217,0.140,0.000,0.140,0.632,0.140,0.395,0.427,0.395,0.000,0.395,0.530,0.505,0.190,0.337,0.505,0.395,0.384,0.459,0.395,0.632,0.395,0.535,0.505,0.535,0.000,0.190,0.395,0.535,0.190,0.217,0.395,0.562,0.453,0.505,0.395,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.863,0.863,0.863,0.863,0.5021,0.217,1
TRBV05-5_03,0.8219,0.4415,0.433,0.822,0.513,0.520,0.442,0.501,0.451,0.442,0.484,0.513,0.450,0.822,0.433,0.822,0.487,0.484,0.442,0.451,0.822,0.450,0.432,0.822,0.822,0.433,0.531,0.513,0.513,0.442,0.442,0.451,0.513,0.822,0.442,0.442,0.822,0.385,0.385,0.505,0.564,0.385,0.385,0.461,0.352,0.505,0.385,0.503,0.000,0.387,0.438,0.000,0.387,0.000,0.385,0.398,0.215,0.335,0.388,0.335,0.461,0.385,0.438,0.505,0.385,0.438,0.385,0.385,0.438,0.505,0.000,0.496,0.438,0.285,0.385,0.352,0.285,0.430,0.461,0.505,0.461,0.388,0.461,0.385,0.335,0.385,0.505,0.385,0.398,0.000,0.438,0.503,0.000,0.385,0.352,0.215,0.385,0.388,0.385,0.185,0.000,0.185,0.505,0.438,0.385,0.185,0.438,0.430,0.385,0.224,0.496,0.000,0.385,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.833,0.833,0.833,0.833,0.2117,0.430,1
TRBV03-1_02,0.7959,0.5211,0.483,0.796,0.564,0.563,0.521,0.552,0.501,0.521,0.545,0.564,0.499,0.796,0.483,0.796,0.535,0.545,0.521,0.501,0.796,0.499,0.509,0.796,0.796,0.483,0.608,0.564,0.564,0.521,0.521,0.501,0.564,0.796,0.521,0.521,0.796,0.605,0.605,0.453,0.240,0.604,0.605,0.484,0.564,0.453,0.604,0.534,0.496,0.657,0.512,0.496,0.657,0.496,0.604,0.543,0.583,0.371,0.651,0.371,0.484,0.605,0.512,0.453,0.605,0.512,0.604,0.604,0.512,0.453,0.496,0.000,0.512,0.596,0.604,0.564,0.596,0.468,0.484,0.453,0.484,0.651,0.484,0.605,0.371,0.604,0.453,0.605,0.543,0.496,0.512,0.534,0.496,0.604,0.564,0.583,0.605,0.651,0.604,0.530,0.496,0.530,0.453,0.512,0.605,0.530,0.512,0.468,0.605,0.582,0.000,0.496,0.604,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.773,0.773,0.773,0.773,0.454,0.468,1
TRBV11-2_03,0.8402,0.3873,0.487,0.840,0.404,0.455,0.387,0.436,0.377,0.387,0.384,0.404,0.366,0.840,0.487,0.840,0.453,0.384,0.387,0.377,0.840,0.366,0.381,0.840,0.840,0.487,0.412,0.404,0.404,0.387,0.387,0.377,0.404,0.840,0.387,0.387,0.840,0.335,0.335,0.190,0.307,0.335,0.335,0.105,0.240,0.190,0.335,0.247,0.438,0.482,0.000,0.438,0.482,0.438,0.335,0.408,0.377,0.281,0.530,0.281,0.105,0.335,0.000,0.190,0.335,0.000,0.335,0.336,0.000,0.190,0.438,0.512,0.000,0.450,0.335,0.240,0.450,0.077,0.105,0.190,0.105,0.530,0.105,0.335,0.281,0.335,0.190,0.335,0.408,0.438,0.000,0.247,0.438,0.335,0.240,0.377,0.335,0.530,0.335,0.452,0.438,0.452,0.190,0.000,0.335,0.452,0.000,0.077,0.335,0.432,0.512,0.438,0.335,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.838,0.838,0.838,0.838,0.4076,0.077,1
TRBV09_01,0.7815,0.4596,0.512,0.782,0.445,0.572,0.460,0.417,0.511,0.460,0.499,0.445,0.458,0.782,0.512,0.782,0.588,0.499,0.460,0.511,0.782,0.458,0.410,0.782,0.782,0.512,0.538,0.445,0.445,0.460,0.460,0.511,0.445,0.782,0.460,0.460,0.782,0.402,0.402,0.560,0.129,0.402,0.402,0.446,0.307,0.560,0.402,0.467,0.285,0.468,0.450,0.285,0.468,0.285,0.402,0.218,0.304,0.355,0.511,0.355,0.446,0.402,0.450,0.560,0.402,0.450,0.402,0.402,0.450,0.560,0.285,0.596,0.450,0.000,0.402,0.307,0.000,0.428,0.446,0.560,0.446,0.511,0.446,0.402,0.355,0.402,0.560,0.402,0.218,0.285,0.450,0.467,0.285,0.402,0.307,0.304,0.402,0.511,0.402,0.140,0.285,0.140,0.560,0.450,0.402,0.140,0.450,0.428,0.402,0.036,0.596,0.285,0.402,0.824,0.824,0.824,0.824,0.823,0.824,0.824,0.824,0.823,0.824,0.824,0.824,0.824,0.824,0.3781,0.428,1
TRBV07-7_02,0.8604,0.4754,0.603,0.860,0.440,0.552,0.475,0.450,0.488,0.475,0.465,0.440,0.497,0.860,0.603,0.860,0.574,0.465,0.475,0.488,0.860,0.497,0.473,0.860,0.860,0.603,0.425,0.440,0.440,0.475,0.475,0.488,0.440,0.860,0.475,0.475,0.860,0.000,0.000,0.395,0.000,0.000,0.000,0.263,0.129,0.395,0.000,0.375,0.385,0.331,0.335,0.385,0.331,0.385,0.000,0.428,0.185,0.339,0.415,0.339,0.263,0.000,0.335,0.395,0.000,0.335,0.000,0.000,0.335,0.395,0.385,0.604,0.335,0.402,0.000,0.129,0.402,0.312,0.263,0.395,0.263,0.415,0.263,0.000,0.339,0.000,0.395,0.000,0.428,0.385,0.335,0.375,0.384,0.000,0.129,0.185,0.000,0.415,0.000,0.359,0.385,0.359,0.395,0.335,0.000,0.359,0.335,0.312,0.000,0.405,0.604,0.385,0.000,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.832,0.832,0.832,0.832,0.272,0.312,1
TRBV12-4_01,0.8257,0.4069,0.499,0.826,0.432,0.510,0.407,0.417,0.440,0.407,0.449,0.432,0.441,0.826,0.499,0.826,0.519,0.449,0.407,0.440,0.826,0.441,0.387,0.826,0.826,0.499,0.433,0.432,0.432,0.407,0.407,0.440,0.432,0.826,0.407,0.407,0.826,0.129,0.130,0.384,0.307,0.129,0.130,0.258,0.000,0.384,0.129,0.358,0.352,0.374,0.240,0.352,0.374,0.352,0.129,0.349,0.208,0.233,0.440,0.233,0.258,0.129,0.240,0.384,0.130,0.240,0.129,0.130,0.240,0.384,0.352,0.564,0.240,0.307,0.129,0.000,0.307,0.198,0.258,0.384,0.258,0.441,0.258,0.129,0.233,0.129,0.384,0.130,0.349,0.352,0.240,0.358,0.352,0.129,0.000,0.208,0.129,0.441,0.129,0.285,0.352,0.285,0.384,0.240,0.130,0.285,0.240,0.198,0.130,0.308,0.564,0.352,0.129,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.838,0.838,0.838,0.838,0.2825,0.198,1
TRBV09_03,0.7815,0.4596,0.512,0.782,0.445,0.572,0.460,0.417,0.511,0.460,0.499,0.445,0.458,0.782,0.512,0.782,0.588,0.499,0.460,0.511,0.782,0.458,0.410,0.782,0.782,0.512,0.538,0.445,0.445,0.460,0.460,0.511,0.445,0.782,0.460,0.460,0.782,0.402,0.402,0.560,0.198,0.402,0.402,0.446,0.307,0.560,0.402,0.467,0.285,0.468,0.450,0.285,0.468,0.285,0.402,0.218,0.304,0.355,0.511,0.355,0.446,0.402,0.450,0.560,0.402,0.450,0.402,0.402,0.450,0.560,0.285,0.596,0.450,0.000,0.402,0.307,0.000,0.428,0.446,0.560,0.446,0.511,0.446,0.402,0.355,0.402,0.560,0.402,0.218,0.285,0.450,0.467,0.285,0.402,0.307,0.304,0.402,0.511,0.402,0.140,0.285,0.140,0.560,0.450,0.402,0.140,0.450,0.428,0.402,0.036,0.596,0.285,0.402,0.824,0.824,0.824,0.824,0.823,0.824,0.824,0.824,0.823,0.824,0.824,0.824,0.824,0.824,0.3781,0.428,1
TRBV07-8_01,0.8234,0.3818,0.455,0.823,0.404,0.450,0.382,0.414,0.371,0.382,0.399,0.404,0.362,0.823,0.455,0.823,0.453,0.399,0.382,0.371,0.823,0.362,0.348,0.823,0.823,0.455,0.451,0.404,0.404,0.382,0.382,0.371,0.404,0.823,0.382,0.382,0.823,0.312,0.312,0.217,0.258,0.312,0.312,0.083,0.198,0.217,0.312,0.213,0.430,0.469,0.077,0.430,0.469,0.430,0.312,0.353,0.352,0.233,0.532,0.233,0.083,0.312,0.077,0.217,0.312,0.077,0.312,0.312,0.077,0.217,0.430,0.468,0.077,0.428,0.312,0.198,0.428,0.000,0.083,0.217,0.083,0.532,0.083,0.312,0.233,0.312,0.217,0.312,0.353,0.430,0.077,0.213,0.430,0.312,0.198,0.352,0.312,0.532,0.312,0.445,0.430,0.445,0.217,0.077,0.312,0.445,0.077,0.000,0.312,0.442,0.468,0.430,0.312,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.842,0.842,0.842,0.842,0.3728,0.000,1
TRBV07-3_04,0.83,0.3857,0.484,0.830,0.404,0.458,0.386,0.415,0.381,0.386,0.389,0.404,0.373,0.830,0.484,0.830,0.461,0.389,0.386,0.381,0.830,0.373,0.364,0.830,0.830,0.484,0.423,0.404,0.404,0.386,0.386,0.381,0.404,0.830,0.386,0.386,0.830,0.263,0.263,0.140,0.384,0.263,0.263,0.000,0.258,0.140,0.263,0.249,0.461,0.413,0.105,0.461,0.413,0.461,0.263,0.465,0.343,0.317,0.528,0.317,0.000,0.263,0.105,0.140,0.263,0.105,0.263,0.263,0.105,0.140,0.461,0.484,0.105,0.446,0.263,0.258,0.446,0.083,0.000,0.140,0.000,0.528,0.000,0.263,0.317,0.263,0.140,0.263,0.465,0.461,0.105,0.249,0.461,0.263,0.258,0.343,0.263,0.528,0.263,0.493,0.461,0.492,0.140,0.105,0.263,0.492,0.105,0.083,0.263,0.448,0.484,0.461,0.263,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.854,0.854,0.854,0.854,0.4133,0.083,1
TRBV07-9_03,0.8276,0.4034,0.441,0.828,0.412,0.478,0.404,0.442,0.404,0.404,0.434,0.412,0.373,0.828,0.441,0.828,0.395,0.434,0.403,0.404,0.828,0.373,0.434,0.828,0.828,0.441,0.469,0.412,0.412,0.404,0.404,0.404,0.412,0.828,0.404,0.404,0.828,0.395,0.395,0.000,0.258,0.395,0.395,0.140,0.384,0.000,0.395,0.337,0.505,0.494,0.190,0.505,0.494,0.505,0.395,0.530,0.459,0.427,0.632,0.427,0.140,0.395,0.190,0.000,0.395,0.190,0.395,0.395,0.190,0.000,0.505,0.453,0.190,0.560,0.395,0.384,0.560,0.217,0.140,0.000,0.140,0.632,0.140,0.395,0.427,0.395,0.000,0.395,0.530,0.505,0.190,0.337,0.505,0.395,0.384,0.459,0.395,0.632,0.395,0.535,0.505,0.535,0.000,0.190,0.395,0.535,0.190,0.217,0.395,0.562,0.453,0.505,0.395,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.863,0.863,0.863,0.863,0.5021,0.217,1
TRBV07-3_03,0.83,0.3857,0.484,0.830,0.404,0.458,0.386,0.415,0.381,0.386,0.389,0.404,0.373,0.830,0.484,0.830,0.461,0.389,0.386,0.381,0.830,0.373,0.364,0.830,0.830,0.484,0.423,0.404,0.404,0.386,0.386,0.381,0.404,0.830,0.386,0.386,0.830,0.263,0.263,0.140,0.441,0.263,0.263,0.000,0.258,0.140,0.263,0.249,0.461,0.413,0.105,0.461,0.413,0.461,0.263,0.465,0.343,0.317,0.528,0.317,0.000,0.263,0.105,0.140,0.263,0.105,0.263,0.263,0.105,0.140,0.461,0.484,0.105,0.446,0.263,0.258,0.446,0.083,0.000,0.140,0.000,0.528,0.000,0.263,0.317,0.263,0.140,0.263,0.465,0.461,0.105,0.249,0.461,0.263,0.258,0.343,0.263,0.528,0.263,0.493,0.461,0.492,0.140,0.105,0.263,0.492,0.105,0.083,0.263,0.448,0.484,0.461,0.263,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.854,0.854,0.854,0.854,0.4133,0.083,1
TRBV16_01,0.8191,0.5094,0.607,0.819,0.477,0.599,0.509,0.461,0.541,0.509,0.552,0.477,0.560,0.819,0.607,0.819,0.626,0.552,0.509,0.541,0.819,0.560,0.503,0.819,0.819,0.607,0.490,0.477,0.477,0.509,0.509,0.541,0.477,0.819,0.509,0.509,0.819,0.415,0.415,0.632,0.258,0.415,0.415,0.528,0.441,0.632,0.415,0.419,0.388,0.383,0.530,0.388,0.383,0.388,0.415,0.645,0.360,0.497,0.000,0.497,0.528,0.415,0.530,0.632,0.415,0.530,0.415,0.415,0.530,0.632,0.388,0.651,0.530,0.511,0.415,0.441,0.511,0.532,0.528,0.632,0.528,0.000,0.528,0.415,0.497,0.415,0.632,0.415,0.645,0.388,0.530,0.419,0.388,0.415,0.441,0.360,0.415,0.000,0.415,0.339,0.388,0.339,0.632,0.530,0.415,0.339,0.530,0.532,0.415,0.498,0.651,0.388,0.415,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.850,0.850,0.850,0.850,0.4431,0.532,1
TRBV07-3_01,0.83,0.3857,0.484,0.830,0.404,0.458,0.386,0.415,0.381,0.386,0.389,0.404,0.373,0.830,0.484,0.830,0.461,0.389,0.386,0.381,0.830,0.373,0.364,0.830,0.830,0.484,0.423,0.404,0.404,0.386,0.386,0.381,0.404,0.830,0.386,0.386,0.830,0.263,0.263,0.140,0.129,0.263,0.263,0.000,0.258,0.140,0.263,0.249,0.461,0.413,0.105,0.461,0.413,0.461,0.263,0.465,0.343,0.317,0.528,0.317,0.000,0.263,0.105,0.140,0.263,0.105,0.263,0.263,0.105,0.140,0.461,0.484,0.105,0.446,0.263,0.258,0.446,0.083,0.000,0.140,0.000,0.528,0.000,0.263,0.317,0.263,0.140,0.263,0.465,0.461,0.105,0.249,0.461,0.263,0.258,0.343,0.263,0.528,0.263,0.493,0.461,0.492,0.140,0.105,0.263,0.492,0.105,0.083,0.263,0.448,0.484,0.461,0.263,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.854,0.854,0.854,0.854,0.4133,0.083,1
TRBV07-2_01,0.8605,0.4753,0.603,0.861,0.440,0.552,0.475,0.450,0.488,0.475,0.465,0.440,0.497,0.861,0.603,0.861,0.574,0.465,0.475,0.488,0.861,0.497,0.473,0.861,0.861,0.603,0.425,0.440,0.440,0.475,0.475,0.488,0.440,0.861,0.475,0.475,0.861,0.000,0.000,0.395,0.233,0.000,0.000,0.263,0.129,0.395,0.000,0.375,0.385,0.331,0.335,0.385,0.331,0.385,0.000,0.428,0.185,0.339,0.415,0.339,0.263,0.000,0.335,0.395,0.000,0.335,0.000,0.000,0.335,0.395,0.385,0.605,0.335,0.402,0.000,0.129,0.402,0.312,0.263,0.395,0.263,0.415,0.263,0.000,0.339,0.000,0.395,0.000,0.428,0.385,0.335,0.375,0.385,0.000,0.129,0.185,0.000,0.415,0.000,0.360,0.385,0.360,0.395,0.335,0.000,0.360,0.335,0.312,0.000,0.405,0.605,0.385,0.000,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.832,0.832,0.832,0.832,0.2719,0.312,1
TRBV02_03,0.8036,0.3933,0.438,0.804,0.438,0.495,0.393,0.383,0.422,0.393,0.451,0.438,0.415,0.804,0.438,0.804,0.505,0.451,0.393,0.422,0.804,0.415,0.332,0.804,0.804,0.438,0.483,0.438,0.438,0.393,0.393,0.422,0.438,0.804,0.393,0.393,0.804,0.339,0.339,0.427,0.129,0.339,0.339,0.317,0.233,0.427,0.339,0.383,0.335,0.464,0.281,0.335,0.464,0.335,0.339,0.301,0.280,0.000,0.497,0.000,0.317,0.339,0.281,0.427,0.339,0.281,0.339,0.339,0.281,0.427,0.335,0.371,0.281,0.355,0.339,0.233,0.355,0.233,0.317,0.427,0.317,0.497,0.317,0.339,0.000,0.339,0.427,0.339,0.301,0.335,0.281,0.383,0.336,0.339,0.233,0.280,0.339,0.497,0.339,0.327,0.335,0.326,0.427,0.281,0.339,0.326,0.281,0.233,0.339,0.360,0.371,0.335,0.339,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.804,0.804,0.804,0.804,0.3222,0.233,1
TRBV17_02,0.8604,0.4754,0.603,0.860,0.440,0.552,0.475,0.450,0.488,0.475,0.465,0.440,0.497,0.860,0.603,0.860,0.574,0.465,0.475,0.488,0.860,0.497,0.473,0.860,0.860,0.603,0.425,0.440,0.440,0.475,0.475,0.488,0.440,0.860,0.475,0.475,0.860,0.000,0.000,0.395,0.384,0.000,0.000,0.263,0.129,0.395,0.000,0.375,0.385,0.331,0.335,0.385,0.331,0.385,0.000,0.428,0.185,0.339,0.415,0.339,0.263,0.000,0.335,0.395,0.000,0.335,0.000,0.000,0.335,0.395,0.385,0.604,0.335,0.402,0.000,0.129,0.402,0.312,0.263,0.395,0.263,0.415,0.263,0.000,0.339,0.000,0.395,0.000,0.428,0.385,0.335,0.375,0.384,0.000,0.129,0.185,0.000,0.415,0.000,0.359,0.385,0.359,0.395,0.335,0.000,0.359,0.335,0.312,0.000,0.405,0.604,0.385,0.000,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.832,0.832,0.832,0.832,0.272,0.312,1
TRBV07-9_06,0.8276,0.4034,0.441,0.828,0.412,0.478,0.404,0.442,0.404,0.404,0.434,0.412,0.373,0.828,0.441,0.828,0.395,0.434,0.403,0.404,0.828,0.373,0.434,0.828,0.828,0.441,0.469,0.412,0.412,0.404,0.404,0.404,0.412,0.828,0.404,0.404,0.828,0.395,0.395,0.000,0.130,0.395,0.395,0.140,0.384,0.000,0.395,0.337,0.505,0.494,0.190,0.505,0.494,0.505,0.395,0.530,0.459,0.427,0.632,0.427,0.140,0.395,0.190,0.000,0.395,0.190,0.395,0.395,0.190,0.000,0.505,0.453,0.190,0.560,0.395,0.384,0.560,0.217,0.140,0.000,0.140,0.632,0.140,0.395,0.427,0.395,0.000,0.395,0.530,0.505,0.190,0.337,0.505,0.395,0.384,0.459,0.395,0.632,0.395,0.535,0.505,0.535,0.000,0.190,0.395,0.535,0.190,0.217,0.395,0.562,0.453,0.505,0.395,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.863,0.863,0.863,0.863,0.5021,0.217,1
TRBV15_02,0.8604,0.4755,0.603,0.860,0.441,0.552,0.476,0.450,0.488,0.476,0.465,0.441,0.497,0.860,0.603,0.860,0.574,0.465,0.476,0.488,0.860,0.497,0.473,0.860,0.860,0.603,0.425,0.441,0.441,0.476,0.476,0.488,0.441,0.860,0.476,0.476,0.860,0.000,0.000,0.395,0.349,0.000,0.000,0.263,0.130,0.395,0.000,0.375,0.385,0.331,0.335,0.385,0.331,0.385,0.000,0.428,0.186,0.339,0.415,0.339,0.263,0.000,0.335,0.395,0.000,0.335,0.000,0.000,0.335,0.395,0.385,0.605,0.335,0.402,0.000,0.130,0.402,0.312,0.263,0.395,0.263,0.415,0.263,0.000,0.339,0.000,0.395,0.000,0.428,0.385,0.335,0.375,0.385,0.000,0.130,0.186,0.000,0.415,0.000,0.360,0.385,0.360,0.395,0.335,0.000,0.360,0.335,0.312,0.000,0.405,0.605,0.385,0.000,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.832,0.832,0.832,0.832,0.272,0.312,1
TRBV05-3_01,0.7646,0.4483,0.466,0.765,0.455,0.561,0.448,0.419,0.498,0.448,0.493,0.455,0.450,0.765,0.466,0.765,0.563,0.493,0.448,0.498,0.765,0.450,0.416,0.765,0.765,0.466,0.541,0.455,0.455,0.448,0.448,0.498,0.455,0.765,0.448,0.448,0.765,0.428,0.428,0.530,0.352,0.428,0.428,0.465,0.349,0.530,0.428,0.396,0.398,0.517,0.408,0.398,0.517,0.398,0.428,0.000,0.342,0.301,0.645,0.301,0.465,0.428,0.408,0.530,0.428,0.408,0.428,0.427,0.408,0.530,0.398,0.543,0.408,0.218,0.428,0.349,0.218,0.353,0.465,0.530,0.465,0.645,0.465,0.428,0.301,0.428,0.530,0.428,0.000,0.398,0.408,0.396,0.398,0.428,0.349,0.342,0.428,0.645,0.428,0.356,0.398,0.356,0.530,0.408,0.428,0.356,0.408,0.353,0.428,0.213,0.543,0.398,0.428,0.834,0.834,0.834,0.834,0.833,0.834,0.834,0.834,0.833,0.834,0.821,0.821,0.821,0.821,0.3562,0.353,1
TRBV05-5_01,0.8219,0.4415,0.433,0.822,0.513,0.520,0.442,0.501,0.451,0.442,0.484,0.513,0.450,0.822,0.433,0.822,0.487,0.484,0.442,0.451,0.822,0.450,0.432,0.822,0.822,0.433,0.531,0.513,0.513,0.442,0.442,0.451,0.513,0.822,0.442,0.442,0.822,0.385,0.385,0.505,0.240,0.385,0.385,0.461,0.352,0.505,0.385,0.503,0.000,0.387,0.438,0.000,0.387,0.000,0.385,0.398,0.215,0.335,0.388,0.335,0.461,0.385,0.438,0.505,0.385,0.438,0.385,0.385,0.438,0.505,0.000,0.496,0.438,0.285,0.385,0.352,0.285,0.430,0.461,0.505,0.461,0.388,0.461,0.385,0.335,0.385,0.505,0.385,0.398,0.000,0.438,0.503,0.000,0.385,0.352,0.215,0.385,0.388,0.385,0.185,0.000,0.185,0.505,0.438,0.385,0.185,0.438,0.430,0.385,0.224,0.496,0.000,0.385,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.833,0.833,0.833,0.833,0.2117,0.430,1
TRBV11-1_01,0.8402,0.3873,0.487,0.840,0.404,0.455,0.387,0.436,0.377,0.387,0.384,0.404,0.366,0.840,0.487,0.840,0.453,0.384,0.387,0.377,0.840,0.366,0.381,0.840,0.840,0.487,0.412,0.404,0.404,0.387,0.387,0.377,0.404,0.840,0.387,0.387,0.840,0.335,0.335,0.190,0.358,0.335,0.335,0.105,0.240,0.190,0.335,0.247,0.438,0.482,0.000,0.438,0.482,0.438,0.335,0.408,0.377,0.281,0.530,0.281,0.105,0.335,0.000,0.190,0.335,0.000,0.335,0.336,0.000,0.190,0.438,0.512,0.000,0.450,0.335,0.240,0.450,0.077,0.105,0.190,0.105,0.530,0.105,0.335,0.281,0.335,0.190,0.335,0.408,0.438,0.000,0.247,0.438,0.335,0.240,0.377,0.335,0.530,0.335,0.452,0.438,0.452,0.190,0.000,0.335,0.452,0.000,0.077,0.335,0.432,0.512,0.438,0.335,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.770,0.838,0.838,0.838,0.838,0.4076,0.077,1
