CDR2,TRBV07-2_04,TRBV20-1_06,TRBV07-9_02,TRBV05-6_01,TRBV24-1_01,TRBV29_OR9-2_01,TRBV12-4_02,TRBV07-6_02,TRBV20-1_03,TRBV04-1_02,TRBV19_01,TRBV10-3_01,TRBV06-6_04,TRBV06-8_01,TRBV07-3_02,TRBV12-3_01,TRBV07-9_01,TRBV17_01,TRBV14_01,TRBV20-1_01,TRBV29-1_01,TRBV04-3_02,TRBV05-4_01,TRBV05-1_01,TRBV30_05,TRBV29-1_02,TRBV25-1_01,TRBV11-2_01,TRBV05-4_03,TRBV05-1_02,TRBV05-5_02,TRBV06-7_01,TRBV07-7_01,TRBV04-3_01,TRBV05-3_02,TRBV20-1_05,TRBV13_01,TRBV02_01,TRBV21_OR9-2_01,TRBV02_02,TRBV30_04,TRBV30_02,TRBV07-3_05,TRBV20_OR9-2_02,TRBV06-2_01,TRBV07-2_03,TRBV06-6_01,TRBV11-3_04,TRBV06-4_02,TRBV10-2_02,TRBV19_02,TRBV07-9_04,TRBV11-2_02,TRBV18_01,TRBV20_OR9-2_01,TRBV15_01,TRBV11-3_02,TRBV07-9_07,TRBV05-5_03,TRBV10-2_01,TRBV03-1_02,TRBV11-2_03,TRBV09_01,TRBV07-7_02,TRBV12-4_01,TRBV06-1_01,TRBV06-3_01,TRBV29-1_03,TRBV04-1_01,TRBV06-5_01,TRBV10-1_01,TRBV06-4_01,TRBV09_03,TRBV07-8_01,TRBV28_01,TRBV07-3_04,TRBV07-9_03,TRBV07-3_03,TRBV24_OR9-2_01,TRBV16_01,TRBV10-1_02,TRBV07-3_01,TRBV07-2_01,TRBV02_03,TRBV17_02,TRBV07-9_06,TRBV15_02,TRBV19_03,TRBV05-3_01,TRBV20-1_02,TRBV05-5_01,TRBV11-1_01,TRBV27_01,TRBV14_02,TRBV20-1_04,TRBV30_01,TRBV06-6_02,TRBV29_OR9-2_02,TRBV06-6_03,TRBV05-7_01,TRBV07-6_01,TRBV12-5_01,TRBV13_02,TRBV04-3_03,TRBV07-2_02,TRBV23-1_01,TRBV20_OR9-2_03,TRBV04-2_02,TRBV07-4_01,TRBV06-9_01,TRBV05-4_02,TRBV05-8_02,TRBV07-9_05,TRBV20-1_07,TRBV06-6_05,TRBV11-3_01,TRBV24-1_02,TRBV05-8_01,TRBV04-2_01,TRBV04-3_04,TRBV10-3_02,TRBV11-3_03,TRBV07-8_02,TRBV15_03,TRBV09_02,TRBV03-1_01,TRBV05-4_04,TRBV07-1_01,TRBV07-8_03,TRBV16_03
TRBV06-5_01,1.81,1.73,1.77,2.76,0.34,1.73,1.88,1.60,1.73,1.82,0.35,0.34,0.17,0.32,1.74,1.88,1.77,1.81,1.72,1.73,1.73,1.82,1.89,1.89,0.32,1.73,0.57,1.73,1.89,1.89,1.89,0.00,1.81,1.82,1.91,1.73,1.87,1.82,1.77,1.82,0.32,0.32,1.74,1.73,0.29,1.81,0.17,1.73,0.26,0.34,0.35,1.77,1.73,1.81,1.73,0.32,1.73,1.77,1.89,0.34,1.82,1.59,1.76,1.81,1.88,0.17,0.29,1.73,1.82,0.00,0.34,0.26,1.76,1.79,0.38,1.74,1.77,1.74,0.34,1.77,0.34,1.74,1.81,1.82,1.81,1.77,1.89,0.35,1.91,1.73,1.89,1.73,0.28,1.72,1.73,0.32,0.17,1.73,0.17,1.89,1.60,1.88,1.87,1.82,1.81,1.77,1.73,1.82,1.81,0.00,1.89,1.89,1.77,1.73,0.17,1.73,0.34,1.89,1.82,1.82,0.34,1.73,1.79,1.89,1.80,1.82,1.89,1.81,2.92,2.92
TRBV10-1_01,1.80,1.82,1.77,2.67,0.00,1.82,1.88,1.55,1.82,1.83,0.48,0.00,0.27,0.30,1.74,1.88,1.77,1.80,1.73,1.82,1.82,1.83,1.89,1.88,0.30,1.82,0.54,1.72,1.89,1.88,1.89,0.34,1.80,1.83,1.90,1.82,1.88,1.79,1.76,1.79,0.30,0.30,1.74,1.82,0.51,1.80,0.27,1.72,0.40,0.00,0.48,1.77,1.72,1.80,1.82,0.22,1.72,1.77,1.89,0.00,1.83,1.56,1.75,1.80,1.88,0.29,0.51,1.82,1.83,0.34,0.00,0.40,1.75,1.79,0.39,1.74,1.77,1.74,0.00,1.76,0.00,1.74,1.80,1.79,1.80,1.77,1.89,0.48,1.90,1.82,1.89,1.72,0.27,1.73,1.82,0.30,0.27,1.82,0.27,1.89,1.55,1.88,1.88,1.83,1.80,1.76,1.82,1.83,1.80,0.34,1.89,1.88,1.77,1.82,0.27,1.72,0.00,1.88,1.83,1.83,0.00,1.72,1.79,1.89,1.79,1.83,1.89,1.80,2.92,2.92
TRBV06-4_01,1.71,1.76,1.68,2.71,0.40,1.76,1.75,1.49,1.76,1.68,0.20,0.40,0.22,0.42,1.64,1.75,1.68,1.71,1.63,1.76,1.76,1.68,1.76,1.76,0.43,1.76,0.67,1.62,1.76,1.76,1.76,0.26,1.71,1.68,1.78,1.76,1.74,1.68,1.66,1.68,0.43,0.43,1.64,1.76,0.32,1.71,0.22,1.62,0.00,0.40,0.20,1.68,1.62,1.71,1.76,0.43,1.62,1.68,1.76,0.40,1.68,1.51,1.63,1.71,1.75,0.20,0.32,1.76,1.68,0.26,0.40,0.00,1.63,1.71,0.34,1.64,1.68,1.64,0.40,1.66,0.40,1.64,1.71,1.68,1.71,1.68,1.76,0.20,1.78,1.76,1.76,1.62,0.38,1.63,1.76,0.43,0.22,1.76,0.22,1.76,1.49,1.75,1.74,1.68,1.71,1.66,1.76,1.68,1.71,0.26,1.76,1.76,1.68,1.76,0.22,1.62,0.40,1.76,1.68,1.68,0.40,1.62,1.71,1.76,1.67,1.68,1.76,1.71,2.92,2.92
TRBV09_03,0.62,1.88,0.55,2.49,1.75,1.88,0.50,0.43,1.88,0.29,1.70,1.75,1.71,1.77,0.38,0.50,0.55,0.62,0.41,1.88,1.88,0.29,0.41,0.34,1.77,1.88,1.82,0.39,0.41,0.34,0.41,1.76,0.62,0.29,0.63,1.88,0.34,0.52,0.35,0.52,1.77,1.77,0.38,1.88,1.80,0.62,1.71,0.39,1.63,1.75,1.70,0.55,0.39,0.62,1.88,1.79,0.39,0.55,0.41,1.75,0.29,0.38,0.00,0.62,0.50,1.68,1.80,1.88,0.29,1.76,1.75,1.63,0.00,0.60,1.68,0.38,0.55,0.38,1.75,0.35,1.75,0.38,0.62,0.52,0.62,0.55,0.41,1.70,0.63,1.88,0.41,0.39,1.71,0.41,1.88,1.77,1.71,1.88,1.71,0.41,0.43,0.50,0.34,0.29,0.62,0.35,1.88,0.29,0.62,1.76,0.41,0.31,0.55,1.88,1.71,0.39,1.75,0.31,0.29,0.29,1.75,0.39,0.60,0.41,0.16,0.29,0.41,0.62,2.92,2.92
TRBV07-8_01,0.37,1.91,0.16,2.44,1.79,1.91,0.55,0.34,1.91,0.67,1.82,1.79,1.75,1.79,0.36,0.55,0.16,0.37,0.35,1.91,1.91,0.67,0.79,0.60,1.79,1.91,1.75,0.43,0.79,0.60,0.79,1.79,0.37,0.67,0.77,1.91,0.58,0.94,0.37,0.94,1.79,1.79,0.36,1.91,1.83,0.37,1.75,0.43,1.71,1.79,1.82,0.16,0.43,0.37,1.91,1.85,0.43,0.16,0.79,1.79,0.67,0.29,0.60,0.37,0.55,1.73,1.83,1.91,0.67,1.79,1.79,1.71,0.60,0.00,1.75,0.36,0.16,0.36,1.79,0.37,1.79,0.36,0.37,0.94,0.37,0.16,0.79,1.82,0.77,1.91,0.79,0.43,1.73,0.35,1.91,1.79,1.75,1.91,1.75,0.79,0.34,0.55,0.58,0.67,0.37,0.37,1.91,0.67,0.37,1.79,0.79,0.65,0.16,1.91,1.75,0.43,1.79,0.65,0.67,0.67,1.79,0.43,0.00,0.79,0.52,0.67,0.79,0.37,2.92,2.92
TRBV28_01,1.73,1.82,1.73,2.61,0.39,1.82,1.82,1.56,1.82,1.76,0.32,0.39,0.34,0.29,1.72,1.82,1.73,1.73,1.70,1.82,1.82,1.76,1.79,1.79,0.29,1.82,0.61,1.69,1.79,1.79,1.79,0.38,1.73,1.76,1.78,1.82,1.78,1.71,1.71,1.71,0.29,0.29,1.72,1.82,0.52,1.73,0.34,1.69,0.34,0.39,0.32,1.73,1.69,1.73,1.82,0.47,1.69,1.73,1.79,0.39,1.76,1.60,1.68,1.73,1.82,0.31,0.52,1.82,1.76,0.38,0.39,0.34,1.68,1.75,0.00,1.72,1.73,1.72,0.39,1.71,0.39,1.72,1.73,1.71,1.73,1.73,1.79,0.32,1.78,1.82,1.79,1.69,0.33,1.70,1.82,0.29,0.34,1.82,0.34,1.79,1.56,1.82,1.78,1.76,1.73,1.71,1.82,1.76,1.73,0.38,1.79,1.79,1.73,1.82,0.34,1.69,0.39,1.79,1.76,1.76,0.39,1.69,1.75,1.79,1.73,1.76,1.79,1.73,2.92,2.92
TRBV07-3_04,0.49,1.90,0.36,2.50,1.74,1.90,0.49,0.27,1.90,0.47,1.74,1.74,1.71,1.77,0.00,0.49,0.36,0.49,0.17,1.90,1.90,0.47,0.63,0.51,1.77,1.90,1.78,0.19,0.63,0.51,0.63,1.74,0.49,0.47,0.75,1.90,0.50,0.82,0.21,0.82,1.77,1.77,0.00,1.90,1.79,0.49,1.71,0.19,1.64,1.74,1.74,0.36,0.19,0.49,1.90,1.79,0.19,0.36,0.63,1.74,0.47,0.16,0.38,0.49,0.49,1.68,1.79,1.90,0.47,1.74,1.74,1.64,0.38,0.36,1.72,0.00,0.36,0.00,1.74,0.21,1.74,0.00,0.49,0.82,0.49,0.36,0.63,1.74,0.75,1.90,0.63,0.19,1.70,0.17,1.90,1.77,1.71,1.90,1.71,0.63,0.27,0.49,0.50,0.47,0.49,0.21,1.90,0.47,0.49,1.74,0.63,0.53,0.36,1.90,1.71,0.19,1.74,0.53,0.47,0.47,1.74,0.19,0.36,0.63,0.33,0.47,0.63,0.49,2.92,2.92
TRBV07-9_03,0.36,1.89,0.00,2.47,1.77,1.89,0.47,0.32,1.89,0.60,1.78,1.77,1.73,1.77,0.36,0.47,0.00,0.36,0.38,1.89,1.89,0.60,0.74,0.54,1.77,1.89,1.74,0.43,0.74,0.54,0.74,1.77,0.36,0.60,0.70,1.89,0.50,0.87,0.33,0.87,1.77,1.77,0.36,1.89,1.79,0.36,1.73,0.43,1.68,1.77,1.78,0.00,0.43,0.36,1.89,1.83,0.43,0.00,0.74,1.77,0.60,0.29,0.55,0.36,0.47,1.71,1.79,1.89,0.60,1.77,1.77,1.68,0.55,0.16,1.73,0.36,0.00,0.36,1.77,0.33,1.77,0.36,0.36,0.87,0.36,0.00,0.74,1.78,0.70,1.89,0.74,0.43,1.72,0.38,1.89,1.77,1.73,1.89,1.73,0.74,0.32,0.47,0.50,0.60,0.36,0.33,1.89,0.60,0.36,1.77,0.74,0.59,0.00,1.89,1.73,0.43,1.77,0.59,0.60,0.60,1.77,0.43,0.16,0.74,0.46,0.60,0.74,0.36,2.92,2.92
TRBV07-3_03,0.49,1.90,0.36,2.50,1.74,1.90,0.49,0.27,1.90,0.47,1.74,1.74,1.71,1.77,0.00,0.49,0.36,0.49,0.17,1.90,1.90,0.47,0.63,0.51,1.77,1.90,1.78,0.19,0.63,0.51,0.63,1.74,0.49,0.47,0.75,1.90,0.50,0.82,0.21,0.82,1.77,1.77,0.00,1.90,1.79,0.49,1.71,0.19,1.64,1.74,1.74,0.36,0.19,0.49,1.90,1.79,0.19,0.36,0.63,1.74,0.47,0.16,0.38,0.49,0.49,1.68,1.79,1.90,0.47,1.74,1.74,1.64,0.38,0.36,1.72,0.00,0.36,0.00,1.74,0.21,1.74,0.00,0.49,0.82,0.49,0.36,0.63,1.74,0.75,1.90,0.63,0.19,1.70,0.17,1.90,1.77,1.71,1.90,1.71,0.63,0.27,0.49,0.50,0.47,0.49,0.21,1.90,0.47,0.49,1.74,0.63,0.53,0.36,1.90,1.71,0.19,1.74,0.53,0.47,0.47,1.74,0.19,0.36,0.63,0.33,0.47,0.63,0.49,2.92,2.92
TRBV24_OR9-2_01,1.80,1.82,1.77,2.67,0.00,1.82,1.88,1.55,1.82,1.83,0.48,0.00,0.27,0.30,1.74,1.88,1.77,1.80,1.73,1.82,1.82,1.83,1.89,1.88,0.30,1.82,0.54,1.72,1.89,1.88,1.89,0.34,1.80,1.83,1.90,1.82,1.88,1.79,1.76,1.79,0.30,0.30,1.74,1.82,0.51,1.80,0.27,1.72,0.40,0.00,0.48,1.77,1.72,1.80,1.82,0.22,1.72,1.77,1.89,0.00,1.83,1.56,1.75,1.80,1.88,0.29,0.51,1.82,1.83,0.34,0.00,0.40,1.75,1.79,0.39,1.74,1.77,1.74,0.00,1.76,0.00,1.74,1.80,1.79,1.80,1.77,1.89,0.48,1.90,1.82,1.89,1.72,0.27,1.73,1.82,0.30,0.27,1.82,0.27,1.89,1.55,1.88,1.88,1.83,1.80,1.76,1.82,1.83,1.80,0.34,1.89,1.88,1.77,1.82,0.27,1.72,0.00,1.88,1.83,1.83,0.00,1.72,1.79,1.89,1.79,1.83,1.89,1.80,2.92,2.92
TRBV16_01,0.42,1.92,0.33,2.49,1.76,1.92,0.42,0.22,1.92,0.42,1.75,1.76,1.72,1.78,0.21,0.42,0.33,0.42,0.29,1.92,1.92,0.41,0.57,0.40,1.78,1.92,1.78,0.21,0.57,0.40,0.57,1.77,0.42,0.41,0.62,1.92,0.38,0.70,0.00,0.70,1.78,1.78,0.21,1.92,1.81,0.42,1.72,0.21,1.66,1.76,1.75,0.33,0.21,0.42,1.92,1.81,0.21,0.33,0.57,1.76,0.41,0.20,0.35,0.42,0.42,1.69,1.81,1.92,0.42,1.77,1.76,1.66,0.35,0.37,1.71,0.21,0.33,0.21,1.76,0.00,1.76,0.21,0.42,0.70,0.42,0.33,0.57,1.75,0.62,1.92,0.57,0.21,1.72,0.29,1.92,1.78,1.72,1.92,1.72,0.57,0.22,0.42,0.38,0.41,0.42,0.00,1.92,0.41,0.42,1.77,0.57,0.44,0.33,1.92,1.72,0.21,1.76,0.44,0.41,0.41,1.76,0.21,0.37,0.57,0.26,0.41,0.57,0.42,2.92,2.92
TRBV10-1_02,1.80,1.82,1.77,2.67,0.00,1.82,1.88,1.55,1.82,1.83,0.48,0.00,0.27,0.30,1.74,1.88,1.77,1.80,1.73,1.82,1.82,1.83,1.89,1.88,0.30,1.82,0.54,1.72,1.89,1.88,1.89,0.34,1.80,1.83,1.90,1.82,1.88,1.79,1.76,1.79,0.30,0.30,1.74,1.82,0.51,1.80,0.27,1.72,0.40,0.00,0.48,1.77,1.72,1.80,1.82,0.22,1.72,1.77,1.89,0.00,1.83,1.56,1.75,1.80,1.88,0.29,0.51,1.82,1.83,0.34,0.00,0.40,1.75,1.79,0.39,1.74,1.77,1.74,0.00,1.76,0.00,1.74,1.80,1.79,1.80,1.77,1.89,0.48,1.90,1.82,1.89,1.72,0.27,1.73,1.82,0.30,0.27,1.82,0.27,1.89,1.55,1.88,1.88,1.83,1.80,1.76,1.82,1.83,1.80,0.34,1.89,1.88,1.77,1.82,0.27,1.72,0.00,1.88,1.83,1.83,0.00,1.72,1.79,1.89,1.79,1.83,1.89,1.80,2.92,2.92
TRBV07-3_01,0.49,1.90,0.36,2.50,1.74,1.90,0.49,0.27,1.90,0.47,1.74,1.74,1.71,1.77,0.00,0.49,0.36,0.49,0.17,1.90,1.90,0.47,0.63,0.51,1.77,1.90,1.78,0.19,0.63,0.51,0.63,1.74,0.49,0.47,0.75,1.90,0.50,0.82,0.21,0.82,1.77,1.77,0.00,1.90,1.79,0.49,1.71,0.19,1.64,1.74,1.74,0.36,0.19,0.49,1.90,1.79,0.19,0.36,0.63,1.74,0.47,0.16,0.38,0.49,0.49,1.68,1.79,1.90,0.47,1.74,1.74,1.64,0.38,0.36,1.72,0.00,0.36,0.00,1.74,0.21,1.74,0.00,0.49,0.82,0.49,0.36,0.63,1.74,0.75,1.90,0.63,0.19,1.70,0.17,1.90,1.77,1.71,1.90,1.71,0.63,0.27,0.49,0.50,0.47,0.49,0.21,1.90,0.47,0.49,1.74,0.63,0.53,0.36,1.90,1.71,0.19,1.74,0.53,0.47,0.47,1.74,0.19,0.36,0.63,0.33,0.47,0.63,0.49,2.92,2.92
TRBV07-2_01,0.00,2.12,0.36,2.39,1.80,2.12,0.50,0.00,2.12,0.66,1.81,1.80,1.77,1.80,0.49,0.50,0.36,0.00,0.50,2.12,2.12,0.66,0.74,0.53,1.80,2.12,1.79,0.51,0.74,0.53,0.74,1.81,0.00,0.66,0.63,2.12,0.56,0.79,0.42,0.79,1.80,1.80,0.49,2.12,1.86,0.00,1.77,0.51,1.71,1.80,1.81,0.36,0.51,0.00,2.12,1.88,0.51,0.36,0.74,1.80,0.66,0.24,0.62,0.00,0.50,1.74,1.86,2.12,0.66,1.81,1.80,1.71,0.62,0.37,1.73,0.49,0.36,0.49,1.80,0.42,1.80,0.49,0.00,0.79,0.00,0.36,0.74,1.81,0.63,2.12,0.74,0.51,1.74,0.50,2.12,1.80,1.77,2.12,1.77,0.74,0.00,0.50,0.56,0.66,0.00,0.42,2.12,0.66,0.00,1.81,0.74,0.60,0.36,2.12,1.77,0.51,1.80,0.60,0.66,0.66,1.80,0.51,0.37,0.74,0.54,0.66,0.74,0.00,2.92,2.92
TRBV02_03,0.79,1.55,0.87,2.65,1.79,1.55,0.80,0.79,1.55,0.53,1.74,1.79,1.73,1.73,0.82,0.80,0.87,0.79,0.88,1.55,1.55,0.53,0.29,0.43,1.73,1.55,1.64,0.81,0.29,0.43,0.29,1.82,0.79,0.53,0.44,1.55,0.52,0.00,0.70,0.00,1.73,1.73,0.82,1.55,1.79,0.79,1.73,0.81,1.68,1.79,1.74,0.87,0.81,0.79,1.55,1.81,0.81,0.87,0.29,1.79,0.53,0.81,0.52,0.79,0.80,1.73,1.79,1.55,0.53,1.82,1.79,1.68,0.52,0.94,1.71,0.82,0.87,0.82,1.79,0.70,1.79,0.82,0.79,0.00,0.79,0.87,0.29,1.74,0.44,1.55,0.29,0.81,1.76,0.88,1.55,1.73,1.73,1.55,1.73,0.29,0.79,0.80,0.52,0.53,0.79,0.70,1.55,0.53,0.79,1.82,0.29,0.36,0.87,1.55,1.73,0.81,1.79,0.36,0.53,0.53,1.79,0.81,0.94,0.29,0.53,0.53,0.29,0.79,2.92,2.92
TRBV17_02,0.00,2.12,0.36,2.39,1.80,2.12,0.50,0.00,2.12,0.66,1.81,1.80,1.77,1.80,0.49,0.50,0.36,0.00,0.50,2.12,2.12,0.66,0.74,0.53,1.80,2.12,1.79,0.51,0.74,0.53,0.74,1.81,0.00,0.66,0.63,2.12,0.56,0.79,0.42,0.79,1.80,1.80,0.49,2.12,1.86,0.00,1.77,0.51,1.71,1.80,1.81,0.36,0.51,0.00,2.12,1.88,0.51,0.36,0.74,1.80,0.66,0.24,0.62,0.00,0.50,1.74,1.86,2.12,0.66,1.81,1.80,1.71,0.62,0.37,1.73,0.49,0.36,0.49,1.80,0.42,1.80,0.49,0.00,0.79,0.00,0.36,0.74,1.81,0.63,2.12,0.74,0.51,1.74,0.50,2.12,1.80,1.77,2.12,1.77,0.74,0.00,0.50,0.56,0.66,0.00,0.42,2.12,0.66,0.00,1.81,0.74,0.60,0.36,2.12,1.77,0.51,1.80,0.60,0.66,0.66,1.80,0.51,0.37,0.74,0.54,0.66,0.74,0.00,2.92,2.92
TRBV07-9_06,0.36,1.89,0.00,2.47,1.77,1.89,0.47,0.32,1.89,0.60,1.78,1.77,1.73,1.77,0.36,0.47,0.00,0.36,0.38,1.89,1.89,0.60,0.74,0.54,1.77,1.89,1.74,0.43,0.74,0.54,0.74,1.77,0.36,0.60,0.70,1.89,0.50,0.87,0.33,0.87,1.77,1.77,0.36,1.89,1.79,0.36,1.73,0.43,1.68,1.77,1.78,0.00,0.43,0.36,1.89,1.83,0.43,0.00,0.74,1.77,0.60,0.29,0.55,0.36,0.47,1.71,1.79,1.89,0.60,1.77,1.77,1.68,0.55,0.16,1.73,0.36,0.00,0.36,1.77,0.33,1.77,0.36,0.36,0.87,0.36,0.00,0.74,1.78,0.70,1.89,0.74,0.43,1.72,0.38,1.89,1.77,1.73,1.89,1.73,0.74,0.32,0.47,0.50,0.60,0.36,0.33,1.89,0.60,0.36,1.77,0.74,0.59,0.00,1.89,1.73,0.43,1.77,0.59,0.60,0.60,1.77,0.43,0.16,0.74,0.46,0.60,0.74,0.36,2.92,2.92
TRBV15_02,0.74,2.02,0.74,2.65,1.89,2.02,0.65,0.66,2.02,0.34,1.82,1.89,1.85,1.89,0.63,0.65,0.74,0.74,0.66,2.02,2.02,0.34,0.00,0.28,1.89,2.02,1.96,0.70,0.00,0.28,0.00,1.89,0.74,0.34,0.44,2.02,0.42,0.29,0.57,0.29,1.89,1.89,0.63,2.02,1.94,0.74,1.85,0.70,1.76,1.89,1.82,0.74,0.70,0.74,2.02,1.93,0.70,0.74,0.00,1.89,0.34,0.67,0.41,0.74,0.65,1.81,1.94,2.02,0.34,1.89,1.89,1.76,0.41,0.79,1.79,0.63,0.74,0.63,1.89,0.57,1.89,0.63,0.74,0.29,0.74,0.74,0.00,1.82,0.44,2.02,0.00,0.70,1.84,0.66,2.02,1.89,1.85,2.02,1.85,0.00,0.66,0.65,0.42,0.34,0.74,0.57,2.02,0.34,0.74,1.89,0.00,0.24,0.74,2.02,1.85,0.70,1.89,0.24,0.34,0.34,1.89,0.70,0.79,0.00,0.43,0.34,0.00,0.74,2.92,2.92
TRBV19_03,1.81,1.81,1.78,2.71,0.48,1.81,1.85,1.59,1.81,1.76,0.00,0.48,0.34,0.47,1.74,1.85,1.78,1.81,1.72,1.81,1.81,1.76,1.82,1.83,0.47,1.81,0.75,1.72,1.82,1.83,1.82,0.35,1.81,1.76,1.85,1.81,1.81,1.74,1.75,1.74,0.47,0.47,1.74,1.81,0.39,1.81,0.34,1.72,0.20,0.48,0.00,1.78,1.72,1.81,1.81,0.49,1.72,1.78,1.82,0.48,1.76,1.62,1.70,1.81,1.85,0.30,0.39,1.81,1.76,0.35,0.48,0.20,1.70,1.82,0.32,1.74,1.78,1.74,0.48,1.75,0.48,1.74,1.81,1.74,1.81,1.78,1.82,0.00,1.85,1.81,1.82,1.72,0.47,1.72,1.81,0.47,0.34,1.81,0.34,1.82,1.59,1.85,1.81,1.76,1.81,1.75,1.81,1.76,1.81,0.35,1.82,1.82,1.78,1.81,0.34,1.72,0.48,1.82,1.76,1.76,0.48,1.72,1.82,1.82,1.76,1.76,1.82,1.81,2.92,2.92
TRBV05-3_01,0.63,2.17,0.70,2.62,1.90,2.17,0.58,0.66,2.17,0.54,1.85,1.90,1.85,1.87,0.75,0.58,0.70,0.63,0.80,2.17,2.17,0.54,0.44,0.35,1.87,2.17,1.89,0.78,0.44,0.35,0.44,1.91,0.63,0.54,0.00,2.17,0.47,0.44,0.62,0.44,1.87,1.87,0.75,2.17,1.94,0.63,1.85,0.78,1.78,1.90,1.85,0.70,0.78,0.63,2.17,1.95,0.78,0.70,0.44,1.90,0.54,0.74,0.63,0.63,0.58,1.82,1.94,2.17,0.54,1.91,1.90,1.78,0.63,0.77,1.78,0.75,0.70,0.75,1.90,0.62,1.90,0.75,0.63,0.44,0.63,0.70,0.44,1.85,0.00,2.17,0.44,0.78,1.82,0.80,2.17,1.87,1.85,2.17,1.85,0.43,0.66,0.58,0.47,0.54,0.63,0.62,2.17,0.54,0.63,1.91,0.44,0.43,0.70,2.17,1.85,0.78,1.90,0.43,0.54,0.54,1.90,0.78,0.77,0.44,0.58,0.54,0.44,0.63,2.92,2.92
TRBV20-1_02,2.12,0.00,1.89,2.92,1.82,0.00,2.16,1.57,0.00,2.00,1.81,1.82,1.75,1.76,1.90,2.16,1.89,2.12,1.88,0.00,0.00,2.00,2.02,2.04,1.76,0.00,1.65,1.91,2.02,2.04,2.02,1.73,2.12,2.00,2.17,0.00,1.98,1.55,1.92,1.55,1.76,1.76,1.90,0.00,1.69,2.12,1.75,1.91,1.76,1.82,1.81,1.89,1.91,2.12,0.00,1.79,1.91,1.89,2.02,1.82,2.00,1.47,1.88,2.12,2.16,1.77,1.69,0.00,2.00,1.73,1.82,1.76,1.88,1.91,1.82,1.90,1.89,1.90,1.82,1.92,1.82,1.90,2.12,1.55,2.12,1.89,2.02,1.81,2.17,0.00,2.02,1.91,1.83,1.88,0.00,1.76,1.75,0.00,1.75,2.02,1.57,2.16,1.98,2.00,2.12,1.92,0.00,2.00,2.12,1.73,2.02,1.96,1.89,0.00,1.75,1.91,1.82,1.96,2.00,2.00,1.82,1.91,1.91,2.02,1.88,2.00,2.02,2.12,2.92,2.92
TRBV05-5_01,0.74,2.02,0.74,2.65,1.89,2.02,0.65,0.66,2.02,0.34,1.82,1.89,1.85,1.89,0.63,0.65,0.74,0.74,0.66,2.02,2.02,0.34,0.00,0.28,1.89,2.02,1.95,0.70,0.00,0.28,0.00,1.89,0.74,0.34,0.44,2.02,0.42,0.29,0.57,0.29,1.89,1.89,0.63,2.02,1.94,0.74,1.85,0.70,1.76,1.89,1.82,0.74,0.70,0.74,2.02,1.93,0.70,0.74,0.00,1.89,0.34,0.67,0.41,0.74,0.65,1.81,1.94,2.02,0.34,1.89,1.89,1.76,0.41,0.79,1.79,0.63,0.74,0.63,1.89,0.57,1.89,0.63,0.74,0.29,0.74,0.74,0.00,1.82,0.44,2.02,0.00,0.70,1.84,0.66,2.02,1.89,1.85,2.02,1.85,0.00,0.66,0.65,0.42,0.34,0.74,0.57,2.02,0.34,0.74,1.89,0.00,0.24,0.74,2.02,1.85,0.70,1.89,0.24,0.34,0.34,1.89,0.70,0.79,0.00,0.43,0.34,0.00,0.74,2.92,2.92
TRBV11-1_01,0.51,1.91,0.43,2.44,1.72,1.91,0.48,0.24,1.91,0.49,1.72,1.72,1.69,1.76,0.19,0.48,0.43,0.51,0.25,1.91,1.91,0.49,0.70,0.55,1.76,1.91,1.77,0.00,0.70,0.55,0.70,1.73,0.51,0.49,0.78,1.91,0.50,0.81,0.21,0.81,1.76,1.76,0.19,1.91,1.78,0.51,1.69,0.00,1.62,1.72,1.72,0.43,0.00,0.51,1.91,1.77,0.00,0.43,0.70,1.72,0.49,0.00,0.39,0.51,0.48,1.66,1.78,1.91,0.49,1.73,1.72,1.62,0.39,0.43,1.69,0.19,0.43,0.19,1.72,0.21,1.72,0.19,0.51,0.81,0.51,0.43,0.70,1.72,0.78,1.91,0.70,0.00,1.68,0.25,1.91,1.76,1.69,1.91,1.69,0.70,0.24,0.48,0.50,0.49,0.51,0.21,1.91,0.49,0.51,1.73,0.70,0.57,0.43,1.91,1.69,0.00,1.72,0.57,0.49,0.49,1.72,0.00,0.43,0.70,0.35,0.49,0.70,0.51,2.92,2.92
TRBV27_01,1.74,1.83,1.72,2.72,0.27,1.83,1.82,1.55,1.83,1.78,0.47,0.27,0.25,0.22,1.70,1.82,1.72,1.74,1.68,1.83,1.83,1.78,1.84,1.83,0.22,1.83,0.54,1.68,1.84,1.83,1.84,0.28,1.74,1.78,1.82,1.83,1.81,1.76,1.72,1.76,0.22,0.22,1.70,1.83,0.50,1.74,0.25,1.68,0.38,0.27,0.47,1.72,1.68,1.74,1.83,0.28,1.68,1.72,1.84,0.27,1.78,1.56,1.71,1.74,1.82,0.22,0.50,1.83,1.78,0.28,0.27,0.38,1.71,1.73,0.33,1.70,1.72,1.70,0.27,1.72,0.27,1.70,1.74,1.76,1.74,1.72,1.84,0.47,1.82,1.83,1.84,1.68,0.00,1.68,1.83,0.22,0.25,1.83,0.25,1.84,1.55,1.82,1.81,1.78,1.74,1.72,1.83,1.78,1.74,0.28,1.84,1.84,1.72,1.83,0.25,1.68,0.27,1.84,1.78,1.78,0.27,1.68,1.73,1.84,1.76,1.78,1.84,1.74,2.92,2.92
